name,stars,score,score_location,score_cleaning,score_service,score_value_money,ranking,price,price_range,opinions,opinions_excellent,opinions_good,opinions_normal,opinions_bad,opinions_awful,num_qa,nearby_restaurants,nearby_attractions,zone,latitude,longitude,has_swimming_pool,has_bar,has_restaurant,has_breakfast,has_gym,has_reception_24h,has_ac,has_strongbox,admits_pets,rooms,suites,sea_views_rooms,non_smoking_rooms,landmarks_views_rooms,city_views_rooms,family_rooms,style,tripadvisor_clasification,language_spanish,language_catalan,language_french,language_english,language_italian,language_bulgarian,language_russian,language_portuguese,prat_distance,timestamp
BCN Apartments 41,,4.5,5.0,4.5,4.5,4.5,94.0,168.0,105 € - 303 €,97.0,72.0,20.0,3.0,0.0,2.0,12.0,381.0,67.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.39188,2.173821,False,False,False,False,False,False,True,False,False,9.0,False,False,True,False,False,True,Con encanto,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 16:12:29.963315
Anita's Bed & Breakfast,,4.5,4.0,5.0,4.5,4.5,57.0,,70 € - 93 €,107.0,77.0,26.0,4.0,0.0,0.0,1.0,42.0,16.0,Vallcarca i els Penitents / Gracia,41.419216,2.133409,False,False,False,True,False,False,False,False,False,3.0,False,True,True,False,True,True,Vistas fantásticas,70 de 100,True,True,True,True,False,False,False,False,14,2020-11-02 16:12:33.197150
Leonardo Hotel Barcelona Gran Via,3.0,4.0,4.0,4.5,4.0,4.0,261.0,152.0,49 € - 141 €,648.0,181.0,332.0,102.0,16.0,17.0,27.0,304.0,40.0,El Ensanche (Eixample) / La Nova Esquerra de l'Eixample,41.381332,2.154954,False,True,False,True,False,True,True,True,False,100.0,False,False,True,False,False,False,De gama media,100 de 100,True,True,True,True,True,False,False,False,11,2020-11-02 16:12:56.436599
Park Hotel Barcelona,3.0,4.0,4.5,4.5,4.0,4.0,254.0,96.0,80 € - 162 €,817.0,248.0,406.0,114.0,29.0,20.0,25.0,451.0,159.0,"Ciutat Vella / Sant Pere / Sant Pere, Santa Caterina i la Ribera / El Born / La Ribera",41.38427,2.18425,True,True,True,True,False,True,True,True,False,91.0,False,False,True,False,False,False,Familiar,100 de 100,True,True,True,True,True,False,False,False,13,2020-11-02 16:13:00.134080
NH Barcelona Entenza,3.0,4.0,4.0,4.0,4.0,4.0,288.0,,62 € - 130 €,476.0,114.0,217.0,111.0,24.0,10.0,12.0,154.0,14.0,Les Corts de Sarrià / Les Corts,41.385815,2.140598,False,False,False,True,False,True,False,True,False,48.0,True,False,True,False,False,False,Tranquilo,98 de 100,True,True,True,True,True,False,False,True,11,2020-11-02 16:13:04.832148
Catalonia La Pedrera,4.0,4.0,4.5,4.5,4.0,4.0,265.0,116.0,74 € - 166 €,730.0,238.0,317.0,125.0,34.0,16.0,19.0,391.0,91.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.398754,2.162368,True,True,True,True,False,True,True,True,False,79.0,True,False,True,False,False,False,De gama media,100 de 100,True,True,True,True,False,False,False,False,13,2020-11-02 16:13:08.684005
Dalia Ramblas,3.0,4.0,5.0,4.0,4.0,4.0,73.0,6269.0,56 € - 920 €,299.0,103.0,120.0,40.0,17.0,19.0,5.0,662.0,260.0,Ciutat Vella / El Raval,41.380203,2.172833,False,True,True,False,False,True,True,True,False,28.0,False,False,True,False,False,False,Tranquilo,100 de 100,True,True,True,True,True,False,False,False,12,2020-11-02 16:13:11.581701
Grandom Suites,4.0,4.5,4.5,4.5,4.5,4.5,68.0,153.0,126 € - 297 €,204.0,106.0,68.0,11.0,13.0,6.0,5.0,522.0,116.0,El Ensanche (Eixample) / L'Antiga Esquerra de l'Eixample,41.389469,2.160669,False,False,False,False,False,False,True,True,False,9.0,True,False,True,False,False,False,Familiar,100 de 100,True,False,True,True,True,False,False,False,12,2020-11-02 16:13:15.086077
NH Barcelona Diagonal Center,3.0,4.0,3.5,4.0,4.0,4.0,285.0,,69 € - 152 €,1025.0,270.0,482.0,193.0,44.0,36.0,37.0,58.0,11.0,El Parc i la Llacuna del Poblenou / Sant Martí / Ciutadella / Vila Olimpica,41.397907,2.192175,False,True,True,True,False,True,True,True,False,129.0,False,False,True,False,False,True,Ecológico,97 de 100,True,True,True,True,False,False,False,False,14,2020-11-02 16:13:19.223852
Ibis Barcelona Meridiana,2.0,4.0,3.5,4.0,4.0,4.0,259.0,73.0,56 € - 97 €,1426.0,332.0,738.0,269.0,54.0,33.0,50.0,33.0,15.0,Nou Barris / Porta,41.435448,2.181663,False,True,True,True,False,True,True,False,False,143.0,False,False,True,False,False,False,Ecológico,70 de 100,True,True,True,True,False,False,False,False,17,2020-11-02 16:13:22.944953
Tres Torres Atiram Hotel,3.0,4.0,4.0,4.0,4.0,4.0,305.0,74.0,53 € - 120 €,422.0,108.0,178.0,83.0,30.0,23.0,11.0,42.0,6.0,Les Tres Torres,41.399887,2.130179,False,True,True,True,False,True,False,True,True,56.0,False,False,True,False,False,False,Barrio residencial,83 de 100,True,False,False,True,False,False,False,False,12,2020-11-02 16:13:26.719512
Don Moustache Hostel,2.0,4.5,4.5,4.5,4.5,4.5,113.0,81.0,31 € - 107 €,156.0,79.0,54.0,14.0,5.0,4.0,4.0,379.0,67.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.392502,2.174221,False,False,False,True,False,True,True,True,False,3.0,False,False,True,False,False,False,Moderno,100 de 100,True,True,False,True,True,False,False,False,13,2020-11-02 16:13:33.966940
Majestic Residence,5.0,4.5,5.0,4.5,4.5,4.5,257.0,281.0,234 € - 420 €,190.0,111.0,59.0,12.0,5.0,3.0,7.0,443.0,113.0,El Ensanche (Eixample) / Passeig de Gràcia / La Dreta de l'Eixample,41.393131,2.162557,True,True,True,False,True,True,True,True,False,28.0,True,False,True,False,False,True,De lujo,100 de 100,True,True,True,True,True,False,False,False,13,2020-11-02 16:13:50.312070
Hotel Sant Agusti,3.0,3.5,4.5,4.0,3.5,4.0,345.0,,91 € - 175 €,1158.0,196.0,576.0,258.0,101.0,29.0,33.0,679.0,243.0,Ciutat Vella / El Raval,41.380653,2.171481,False,False,False,True,False,True,True,True,False,75.0,False,False,True,False,False,False,Céntrico,100 de 100,True,True,True,True,False,False,False,False,12,2020-11-02 16:14:02.256660
Hostal House,,4.5,4.0,4.5,4.0,4.5,139.0,,31 € - 69 €,78.0,40.0,28.0,7.0,2.0,1.0,4.0,41.0,10.0,Sants-Montjuïc / La Bordeta,41.370018,2.1366,False,False,False,True,False,True,True,True,False,8.0,False,False,True,False,False,False,,95 de 100,True,False,True,False,False,False,False,False,9,2020-11-02 16:14:05.845065
Ramblas by Pillow,2.0,4.0,5.0,4.0,4.0,3.5,98.0,76.0,70 € - 149 €,152.0,47.0,64.0,24.0,10.0,7.0,6.0,371.0,151.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / La Rambla / El Congrés i els Indians,41.377201,2.176811,False,False,False,False,False,False,True,False,False,10.0,False,False,True,False,False,False,Céntrico,100 de 100,True,False,True,True,True,False,False,False,12,2020-11-02 16:14:09.469979
Pension La Calma,,4.0,4.5,4.0,4.0,4.0,167.0,,51 € - 77 €,188.0,57.0,76.0,33.0,9.0,13.0,4.0,747.0,326.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.38097,2.17608,False,True,False,False,False,False,False,False,False,,False,False,False,False,False,False,Céntrico,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 16:14:54.613125
Apartaments Independencia,2.5,4.0,4.5,4.0,3.5,4.5,101.0,555.0,51 € - 124 €,111.0,37.0,53.0,12.0,6.0,3.0,10.0,143.0,21.0,Sant Martí / El Camp de l'Arpa del Clot,41.411671,2.178365,False,False,False,False,False,False,True,False,False,27.0,False,False,False,False,True,True,Familiar,100 de 100,True,True,False,True,False,False,False,False,15,2020-11-02 16:14:57.787409
Serennia Exclusive Rooms,2.0,4.0,4.5,4.5,4.0,4.0,97.0,,74 € - 138 €,87.0,29.0,39.0,14.0,3.0,2.0,9.0,523.0,128.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.386391,2.165506,False,False,False,False,False,False,True,True,False,14.0,False,False,True,False,False,True,De gama media,100 de 100,True,True,True,True,True,False,False,False,12,2020-11-02 16:15:01.358132
Las Ramblas Passatge Bacardi Apartments,4.0,4.0,4.5,4.0,3.5,4.0,128.0,170.0,79 € - 391 €,181.0,82.0,56.0,24.0,10.0,9.0,5.0,670.0,270.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / La Rambla / El Congrés i els Indians,41.379459,2.175003,False,True,False,True,True,True,True,True,False,8.0,True,False,True,True,True,True,Céntrico,100 de 100,True,True,True,True,True,False,False,True,12,2020-11-02 16:15:10.393954
Meeting Point Hostels,2.0,4.5,5.0,4.5,4.5,4.5,165.0,,32 € - 148 €,62.0,40.0,13.0,5.0,1.0,3.0,1.0,199.0,28.0,Sants-Montjuïc / Sants,41.378639,2.137714,False,False,False,False,False,True,True,False,False,16.0,True,False,True,False,False,False,Económico,100 de 100,True,False,False,True,False,False,False,False,10,2020-11-02 16:15:14.139428
Enjoybcn Patio de Gràcia,,5.0,5.0,5.0,5.0,5.0,140.0,,102 € - 300 €,27.0,23.0,4.0,0.0,0.0,0.0,0.0,369.0,49.0,Vila de Gràcia / Gracia,41.39991,2.15213,True,False,False,False,False,False,True,False,False,9.0,True,False,True,False,False,True,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 16:15:17.854597
Val Apartments,3.0,4.0,5.0,4.5,4.5,4.0,149.0,124.0,119 € - 222 €,83.0,43.0,24.0,8.0,5.0,3.0,3.0,459.0,111.0,El Ensanche (Eixample) / Passeig de Gràcia / La Dreta de l'Eixample,41.393284,2.165179,False,False,False,False,False,False,True,False,True,5.0,True,False,False,False,False,True,Con encanto,100 de 100,True,True,True,True,False,False,False,False,13,2020-11-02 16:15:27.252095
Exe Cristal Palace,4.0,3.5,4.5,4.0,3.5,3.5,368.0,116.0,78 € - 175 €,1061.0,199.0,454.0,226.0,94.0,88.0,6.0,472.0,117.0,El Ensanche (Eixample) / Passeig de Gràcia / Rambla de Catalunya / La Dreta de l'Eixample,41.389835,2.166167,False,True,True,True,False,True,True,True,False,149.0,True,False,True,False,False,False,Céntrico,100 de 100,True,False,True,True,True,False,False,False,12,2020-11-02 16:15:30.912939
Hostal River,,3.5,4.5,4.0,4.0,4.0,370.0,55.0,36 € - 74 €,286.0,50.0,138.0,64.0,17.0,17.0,10.0,637.0,241.0,Ciutat Vella / El Raval,41.379593,2.172843,False,False,False,False,False,True,False,False,False,24.0,False,False,True,False,False,False,Económico,100 de 100,True,True,True,True,False,False,False,True,12,2020-11-02 16:15:35.277384
Barcelona 226 Exclusive Apartments,4.0,4.0,4.5,4.5,4.5,4.0,138.0,279.0,,178.0,82.0,59.0,15.0,9.0,13.0,2.0,475.0,51.0,Sant Gervasi-Galvany,41.395138,2.150565,False,False,False,False,False,False,True,True,False,12.0,False,False,True,False,False,True,Moderno,100 de 100,True,False,True,True,False,False,False,False,12,2020-11-02 16:15:39.521942
Casa Vaganto,2.0,4.5,5.0,5.0,4.5,4.5,93.0,164.0,62 € - 169 €,47.0,36.0,9.0,1.0,1.0,0.0,2.0,372.0,72.0,Sants-Montjuïc / El Poble-sec,41.374832,2.167801,False,True,False,True,False,False,True,True,False,19.0,False,False,True,False,False,False,,100 de 100,True,True,True,True,True,True,False,False,11,2020-11-02 16:15:43.806435
Catalonia Diagonal Centro,4.0,4.0,4.5,4.0,4.0,3.5,327.0,126.0,83 € - 154 €,729.0,191.0,321.0,121.0,50.0,46.0,26.0,492.0,102.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.393963,2.156844,True,True,True,True,False,True,True,True,False,84.0,False,False,True,False,False,True,De gama media,100 de 100,True,False,False,True,False,False,False,False,12,2020-11-02 16:15:47.748581
Enjoybcn Miro Apartments,,4.5,5.0,4.5,4.5,5.0,151.0,,134 € - 597 €,36.0,29.0,5.0,0.0,1.0,1.0,0.0,537.0,120.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.386162,2.16489,True,False,False,False,False,False,True,False,False,8.0,True,False,True,False,False,True,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 16:15:51.481493
Senator Barcelona Spa Hotel,4.0,4.0,3.5,4.0,4.0,4.0,330.0,81.0,63 € - 153 €,1669.0,469.0,672.0,316.0,113.0,99.0,164.0,22.0,5.0,La Maternitat i Sant Ramon,41.377518,2.11359,True,True,True,True,True,True,True,True,False,213.0,True,False,True,False,False,False,Barrio residencial,86 de 100,False,False,True,False,False,False,False,False,9,2020-11-02 16:15:55.456087
Wello Apartments,4.0,4.5,4.5,4.0,4.0,4.0,132.0,128.0,88 € - 212 €,77.0,41.0,29.0,3.0,1.0,3.0,5.0,549.0,95.0,El Ensanche (Eixample) / L'Antiga Esquerra de l'Eixample,41.38792,2.16131,False,False,False,False,False,False,True,False,False,11.0,False,False,True,False,False,True,De gama media,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 16:16:03.258511
Hotel Medinaceli,4.0,3.5,4.5,4.0,3.5,3.5,323.0,108.0,67 € - 161 €,794.0,166.0,331.0,195.0,65.0,37.0,14.0,430.0,178.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.378246,2.178764,False,False,False,True,False,True,True,True,False,78.0,False,False,True,False,False,False,,100 de 100,True,True,True,True,True,False,False,False,12,2020-11-02 16:16:07.081079
Le Palacete,4.0,4.5,4.5,5.0,4.5,4.5,106.0,,93 € - 210 €,45.0,33.0,6.0,4.0,0.0,2.0,2.0,203.0,34.0,Vila de Gràcia / Gracia,41.40765,2.15953,False,True,False,True,False,False,True,True,False,10.0,True,False,True,False,False,False,Joya oculta,100 de 100,True,False,True,True,True,False,False,False,14,2020-11-02 16:16:10.500102
Cosmo Apartments Sants,4.0,4.0,4.5,4.0,4.0,4.0,125.0,82.0,54 € - 214 €,376.0,166.0,139.0,28.0,14.0,29.0,7.0,203.0,29.0,Sants-Montjuïc / Sants,41.377331,2.138029,False,False,False,True,False,True,True,False,False,32.0,False,False,True,False,False,True,Negocios,100 de 100,True,True,True,True,True,False,True,False,10,2020-11-02 16:16:13.797552
Murmuri Residence Mercader,,4.5,5.0,4.5,4.5,4.5,82.0,160.0,131 € - 271 €,64.0,49.0,10.0,2.0,1.0,2.0,3.0,527.0,125.0,El Ensanche (Eixample) / Rambla de Catalunya / La Dreta de l'Eixample,41.392517,2.16019,False,False,False,False,False,False,True,True,False,14.0,True,False,True,False,False,True,Familiar,100 de 100,True,True,True,True,True,False,False,True,12,2020-11-02 16:16:26.744183
Hotel Viladomat,3.0,4.0,3.5,4.5,4.0,4.0,361.0,625.0,58 € - 147 €,857.0,186.0,407.0,168.0,60.0,36.0,32.0,267.0,35.0,El Ensanche (Eixample) / La Nova Esquerra de l'Eixample,41.383926,2.15162,False,True,True,True,False,True,True,True,False,81.0,False,False,True,False,False,False,Barrio residencial,100 de 100,True,True,True,True,True,False,True,False,11,2020-11-02 16:16:42.293043
Somnio Barcelona,2.0,4.0,4.5,4.0,4.0,4.0,145.0,,39 € - 123 €,247.0,90.0,97.0,35.0,15.0,10.0,5.0,222.0,29.0,Sants-Montjuïc / Hostafrancs,41.3759,2.14797,False,False,False,False,False,False,True,False,False,10.0,False,False,True,False,False,False,Céntrico,100 de 100,True,True,True,True,False,False,True,False,10,2020-11-02 16:17:20.626615
Hotel Glories,3.0,3.5,4.0,4.0,4.0,4.0,338.0,,63 € - 361 €,680.0,133.0,329.0,146.0,46.0,26.0,24.0,100.0,20.0,El Ensanche (Eixample) / El Fort Pienc,41.400993,2.18295,False,True,False,True,False,True,True,True,False,67.0,False,False,True,False,False,True,,100 de 100,True,True,True,True,True,False,True,False,14,2020-11-02 16:17:24.375601
Cosmo Apartments Consell de Cent,4.0,4.0,4.5,4.5,3.5,4.5,153.0,157.0,68 € - 246 €,165.0,72.0,62.0,17.0,5.0,9.0,12.0,408.0,59.0,El Ensanche (Eixample) / L'Antiga Esquerra de l'Eixample,41.384712,2.1568,False,True,False,False,False,False,True,False,False,20.0,False,False,True,False,False,True,Barrio residencial,100 de 100,True,True,True,True,True,False,True,False,11,2020-11-02 16:17:27.651658
Eurostars Ramblas,4.0,4.0,4.5,4.0,4.0,4.0,326.0,148.0,84 € - 191 €,489.0,146.0,194.0,93.0,31.0,25.0,20.0,513.0,186.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / La Rambla / El Congrés i els Indians,41.378124,2.175983,False,False,False,True,False,True,True,True,False,55.0,False,False,True,False,False,False,,100 de 100,True,True,True,True,True,False,False,False,12,2020-11-02 16:17:31.068081
Suites Center Barcelona,4.0,4.0,4.5,4.5,4.5,4.0,146.0,180.0,232 € - 347 €,107.0,52.0,36.0,10.0,3.0,6.0,3.0,439.0,95.0,Vila de Gràcia / Gracia,41.397724,2.158126,True,True,False,False,False,True,True,True,False,15.0,True,False,True,False,False,True,Negocios,100 de 100,True,False,True,True,True,False,False,False,13,2020-11-02 16:17:34.099963
Allada Apartments,3.5,4.0,4.5,4.0,3.5,4.0,130.0,106.0,77 € - 186 €,263.0,100.0,83.0,40.0,21.0,19.0,11.0,524.0,223.0,"Ciutat Vella / Sant Pere / Sant Pere, Santa Caterina i la Ribera / El Born / La Ribera",41.387016,2.180758,False,False,False,False,False,True,True,True,True,17.0,False,False,True,False,False,False,De gama media,100 de 100,True,True,True,True,False,False,False,False,13,2020-11-02 16:17:38.860329
Enjoybcn Coliseum Apartments,,5.0,5.0,5.0,5.0,5.0,150.0,,113 € - 372 €,34.0,30.0,3.0,0.0,0.0,1.0,3.0,506.0,127.0,El Ensanche (Eixample) / Plaça de Catalunya / La Dreta de l'Eixample,41.387859,2.16662,False,False,False,True,False,False,True,True,False,4.0,True,False,True,True,True,True,Céntrico,100 de 100,True,True,True,False,True,False,False,False,12,2020-11-02 16:17:42.129056
Barcelona Fifteen Luxury Hostel,,4.0,4.5,4.0,4.0,4.0,135.0,,56 € - 120 €,120.0,45.0,52.0,11.0,6.0,6.0,3.0,284.0,57.0,Sants-Montjuïc / El Poble-sec,41.373459,2.167375,False,False,False,False,False,False,True,True,False,13.0,False,False,True,False,False,True,Con encanto,100 de 100,True,True,True,True,True,False,True,False,11,2020-11-02 16:17:48.932132
Jardinets Guest House,2.0,4.0,4.5,4.5,4.0,4.0,176.0,99.0,69 € - 135 €,205.0,81.0,79.0,27.0,7.0,11.0,3.0,440.0,72.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.394409,2.16957,False,False,False,True,False,False,True,False,False,5.0,False,False,True,False,False,False,,100 de 100,True,False,True,True,True,False,False,False,13,2020-11-02 16:17:52.227159
MH Apartments S. Familia,3.5,3.5,4.5,4.0,4.0,4.0,257.0,146.0,89 € - 341 €,91.0,28.0,33.0,12.0,9.0,9.0,5.0,323.0,38.0,El Ensanche (Eixample) / La Sagrada Família,41.402229,2.175661,False,False,False,False,False,False,True,False,False,8.0,False,False,False,False,False,True,De gama media,100 de 100,True,False,True,True,True,False,False,False,14,2020-11-02 16:17:58.750117
La Casa De Antonio Petit Hotel,3.0,4.0,5.0,4.0,4.0,4.0,199.0,102.0,57 € - 137 €,81.0,25.0,30.0,15.0,8.0,3.0,1.0,495.0,76.0,El Ensanche (Eixample) / Sant Antoni,41.38501,2.16269,True,False,False,False,False,False,True,True,False,,False,False,True,False,False,False,Céntrico,100 de 100,True,False,False,True,True,False,False,False,12,2020-11-02 16:18:01.594269
Hostal Plaza Goya Bcn,2.0,4.0,5.0,4.5,3.5,4.0,140.0,138.0,55 € - 130 €,47.0,25.0,14.0,2.0,1.0,5.0,1.0,502.0,80.0,El Ensanche (Eixample) / Sant Antoni,41.384102,2.163736,False,False,False,False,False,True,True,True,False,6.0,False,False,True,False,False,True,Familiar,100 de 100,True,False,False,True,True,False,False,False,12,2020-11-02 16:18:04.872657
Roma Reial Hotel,1.0,3.5,5.0,3.5,3.5,4.0,390.0,66.0,44 € - 102 €,1092.0,155.0,409.0,323.0,122.0,84.0,46.0,688.0,305.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / La Rambla / El Congrés i els Indians,41.380062,2.175744,False,False,False,True,False,True,False,True,False,52.0,False,False,True,False,False,False,Económico,100 de 100,True,True,False,True,False,False,False,False,12,2020-11-02 16:18:11.859155
Apartaments Sant Jordi Girona 97,3.0,4.0,5.0,3.5,4.0,4.0,242.0,84.0,98 € - 184 €,44.0,13.0,21.0,5.0,4.0,1.0,8.0,393.0,58.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.396111,2.168915,False,True,False,False,False,False,True,False,True,15.0,False,False,False,False,False,True,Familiar,100 de 100,True,True,True,True,True,False,False,False,13,2020-11-02 16:18:15.092646
BacHome Terrace B&B,,4.5,5.0,4.0,4.5,3.5,134.0,,56 € - 139 €,24.0,12.0,9.0,2.0,1.0,0.0,1.0,384.0,106.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.390388,2.17534,False,True,False,False,False,False,True,True,False,,False,False,False,False,False,False,,100 de 100,True,False,False,True,False,False,False,False,13,2020-11-02 16:18:18.975576
Hostal NITZS BCN,1.0,3.5,4.5,4.0,4.0,4.0,143.0,831.0,37 € - 878 €,148.0,28.0,59.0,42.0,9.0,10.0,1.0,750.0,333.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.381584,2.178596,False,False,False,False,False,False,False,False,False,12.0,False,False,True,False,False,True,Céntrico,100 de 100,True,True,True,True,False,False,False,False,12,2020-11-02 16:18:22.392991
Be Sound Hostel,,3.5,4.0,4.0,4.0,4.0,208.0,81.0,48 € - 121 €,173.0,57.0,54.0,30.0,19.0,13.0,3.0,324.0,75.0,Ciutat Vella / El Raval,41.375824,2.17119,False,False,False,False,False,False,True,False,False,15.0,False,False,False,False,False,False,Económico,100 de 100,True,False,False,True,False,False,False,False,11,2020-11-02 16:18:30.435339
MH Apartments Tetuan,4.0,4.0,4.5,4.0,3.5,4.0,398.0,,86 € - 361 €,108.0,26.0,54.0,17.0,4.0,7.0,7.0,318.0,47.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.39423,2.175429,False,False,False,False,False,False,True,True,False,11.0,False,False,True,False,False,False,Familiar,100 de 100,True,True,True,True,True,False,False,False,13,2020-11-02 16:18:50.534795
Camino B&B,1.0,4.5,4.0,5.0,5.0,4.0,118.0,80.0,53 € - 118 €,39.0,28.0,9.0,0.0,1.0,1.0,6.0,249.0,39.0,Sants-Montjuïc / El Poble-sec,41.372211,2.160057,False,False,False,False,False,False,False,True,False,11.0,False,False,False,False,False,False,Familiar,100 de 100,True,False,True,True,False,False,False,False,10,2020-11-02 16:18:56.828607
Gran Hotel Barcino,4.0,3.5,4.5,4.0,4.0,3.5,381.0,114.0,68 € - 215 €,115.0,33.0,45.0,20.0,7.0,10.0,16.0,849.0,370.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.383141,2.177815,False,False,False,True,False,True,True,True,False,61.0,False,False,True,False,False,False,,100 de 100,True,True,False,True,False,False,False,False,12,2020-11-02 16:19:00.529033
BcnStop Sagrada Familia,3.0,3.5,4.5,4.0,4.0,4.0,228.0,,48 € - 123 €,126.0,26.0,49.0,34.0,13.0,4.0,5.0,148.0,26.0,Horta-Guinardó / El Baix Guinardó,41.411289,2.1733,False,False,False,False,False,True,True,False,False,7.0,False,False,True,False,True,True,Barrio residencial,100 de 100,True,True,True,True,True,False,False,True,15,2020-11-02 16:19:04.260299
Hostal Medea,2.0,4.0,4.5,4.0,4.0,4.0,196.0,70.0,472 € - 944 €,72.0,18.0,38.0,10.0,3.0,3.0,2.0,382.0,78.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.396526,2.166183,False,False,False,False,False,True,True,False,False,12.0,True,False,True,False,False,True,,100 de 100,True,True,False,True,False,False,True,False,13,2020-11-02 16:19:40.379675
Factory Suites Barcelona,,4.0,4.5,4.5,4.5,4.5,148.0,127.0,48 € - 139 €,30.0,13.0,11.0,1.0,4.0,1.0,0.0,375.0,55.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.396832,2.169029,False,True,False,False,False,False,False,False,False,4.0,False,False,True,False,False,False,,100 de 100,True,False,True,True,True,False,False,False,13,2020-11-02 16:19:43.815052
GIR80 Apartments,4.0,4.0,4.5,4.0,4.0,4.0,197.0,,62 € - 193 €,120.0,44.0,47.0,12.0,7.0,10.0,3.0,368.0,55.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.395962,2.170963,False,False,False,False,False,False,True,True,False,17.0,True,False,False,False,False,True,Familiar,100 de 100,True,False,True,True,False,False,False,False,13,2020-11-02 16:19:47.459660
Apartments BarcelonaGo,3.5,4.0,4.0,4.5,4.0,4.0,180.0,109.0,47 € - 172 €,123.0,44.0,43.0,24.0,7.0,5.0,5.0,113.0,16.0,El Ensanche (Eixample) / El Fort Pienc,41.396889,2.18286,False,False,False,False,True,False,True,False,False,8.0,False,False,True,False,False,False,Moderno,100 de 100,False,True,True,True,True,False,False,False,14,2020-11-02 16:19:52.052161
Bonanova Park,2.0,3.5,4.0,4.0,4.0,4.0,389.0,,43 € - 134 €,298.0,61.0,130.0,65.0,19.0,23.0,9.0,59.0,10.0,Sarrià,41.393044,2.124909,False,False,False,True,False,True,True,True,False,60.0,False,False,True,False,False,False,Barrio residencial,93 de 100,True,True,True,True,True,False,False,False,11,2020-11-02 16:19:55.516115
Residencia Universitaria Campus del Mar,2.5,3.5,4.5,3.5,4.0,4.0,185.0,125.0,70 € - 134 €,242.0,56.0,105.0,48.0,17.0,16.0,5.0,148.0,16.0,Ciutat Vella / Barceloneta,41.38261,2.19114,False,False,False,False,False,False,False,False,False,84.0,False,False,True,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 16:19:58.648494
Enjoybcn Dali Apartments,,4.5,5.0,5.0,4.5,4.0,189.0,,134 € - 508 €,20.0,15.0,3.0,2.0,0.0,0.0,0.0,746.0,313.0,"Ciutat Vella / Sant Pere / Sant Pere, Santa Caterina i la Ribera / El Born / La Ribera",41.383831,2.17959,False,False,False,False,False,False,True,False,False,6.0,True,False,True,False,False,True,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 16:20:01.597536
Picasso Suites,1.0,4.5,5.0,5.0,4.5,3.5,243.0,173.0,116 € - 351 €,15.0,9.0,6.0,0.0,0.0,0.0,0.0,400.0,60.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.396255,2.168406,False,True,False,False,False,False,True,True,False,,False,False,False,False,False,False,Familiar,100 de 100,True,False,False,True,False,False,False,False,13,2020-11-02 16:20:05.199228
ANT Hostel Barcelona,3.0,3.5,4.5,3.5,4.0,3.5,224.0,102.0,38 € - 128 €,204.0,62.0,55.0,43.0,18.0,26.0,6.0,138.0,55.0,El Parc i la Llacuna del Poblenou / Sant Martí / Ciutadella / Vila Olimpica,41.390499,2.185228,False,False,False,True,False,True,True,False,False,20.0,False,False,True,False,False,True,Moderno,100 de 100,True,True,False,True,False,False,False,False,13,2020-11-02 16:20:08.832024
Hotel Everest,1.0,3.5,4.0,4.0,3.5,4.0,385.0,,52 € - 97 €,183.0,40.0,85.0,33.0,15.0,10.0,4.0,145.0,26.0,Horta-Guinardó / El Baix Guinardó,41.411346,2.173272,False,False,False,False,False,True,True,False,False,17.0,False,False,True,False,False,True,De gama media,100 de 100,True,True,True,True,False,False,False,False,15,2020-11-02 16:20:12.346661
