name,stars,score,score_location,score_cleaning,score_service,score_value_money,ranking,price,price_range,opinions,opinions_excellent,opinions_good,opinions_normal,opinions_bad,opinions_awful,num_qa,nearby_restaurants,nearby_attractions,zone,latitude,longitude,has_swimming_pool,has_bar,has_restaurant,has_breakfast,has_gym,has_reception_24h,has_ac,has_strongbox,admits_pets,rooms,suites,sea_views_rooms,non_smoking_rooms,landmarks_views_rooms,city_views_rooms,family_rooms,style,tripadvisor_clasification,language_spanish,language_catalan,language_french,language_english,language_italian,language_bulgarian,language_russian,language_portuguese,prat_distance,timestamp
Fairmont Rey Juan Carlos I,5.0,4.5,4.0,4.5,4.5,4.0,166.0,241.0,146 € - 363 €,1705.0,971.0,409.0,184.0,74.0,67.0,40.0,10.0,3.0,La Maternitat i Sant Ramon,41.38121,2.10898,True,True,True,True,True,True,False,True,False,432.0,False,False,True,True,True,True,Vistas al parque,83 de 100,True,True,True,True,False,False,False,True,10,2020-11-02 15:44:54.131444
Hotel Catalonia Sagrada Familia,3.0,4.0,4.0,4.0,4.0,4.0,298.0,102.0,53 € - 136 €,1750.0,457.0,762.0,330.0,107.0,95.0,43.0,116.0,15.0,Sant Martí / El Camp de l'Arpa del Clot,41.407742,2.185135,True,True,True,True,True,True,True,True,False,205.0,True,False,True,False,False,True,Barrio residencial,100 de 100,True,True,False,True,False,False,False,False,15,2020-11-02 15:45:00.896341
Hostal Natura Barcelona,2.0,4.0,4.5,4.5,4.0,4.0,104.0,54.0,51 € - 123 €,134.0,60.0,45.0,13.0,8.0,8.0,2.0,430.0,83.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.392223,2.170003,False,False,False,False,False,False,True,True,False,7.0,True,False,True,False,False,False,Céntrico,100 de 100,True,True,True,True,False,False,False,True,13,2020-11-02 15:45:08.341135
Sunotel Club Central,4.0,4.0,4.0,4.0,4.0,4.0,321.0,,63 € - 141 €,565.0,134.0,245.0,132.0,34.0,20.0,20.0,525.0,89.0,El Ensanche (Eixample) / L'Antiga Esquerra de l'Eixample,41.3881,2.156727,True,True,False,True,False,True,True,True,False,88.0,True,False,True,False,False,True,Tranquilo,100 de 100,True,True,True,True,True,False,False,False,12,2020-11-02 15:45:11.672526
Exe Ramblas Boqueria,3.0,4.0,5.0,4.5,4.0,4.0,283.0,148.0,91 € - 180 €,473.0,148.0,213.0,72.0,20.0,20.0,6.0,752.0,295.0,Ciutat Vella / La Rambla / El Raval,41.382153,2.172142,False,False,True,True,False,True,True,True,False,30.0,False,False,True,False,False,False,Vistas fantásticas,100 de 100,True,True,True,True,False,False,False,False,12,2020-11-02 15:45:14.520297
Hotel Continental Barcelona,3.0,4.0,5.0,4.0,4.5,4.0,201.0,128.0,86 € - 190 €,1255.0,449.0,498.0,183.0,72.0,53.0,54.0,620.0,215.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / La Rambla / El Congrés i els Indians,41.385082,2.170642,False,True,False,True,False,True,True,True,False,35.0,False,False,True,False,False,True,Hotel histórico,100 de 100,True,True,True,True,True,False,True,False,12,2020-11-02 15:45:22.272758
Hotel Regina Barcelona,4.0,4.5,5.0,5.0,4.5,4.5,365.0,105.0,94 € - 184 €,37.0,24.0,9.0,2.0,0.0,2.0,51.0,516.0,156.0,El Ensanche (Eixample) / Plaça de Catalunya / La Dreta de l'Eixample,41.38591,2.168043,False,True,False,True,False,True,True,True,False,99.0,False,False,True,False,True,True,Céntrico,100 de 100,True,True,True,True,True,False,True,False,12,2020-11-02 15:45:25.867458
Holiday Inn Express Barcelona City 22,3.0,3.5,3.5,4.0,4.0,4.0,342.0,78.0,69 € - 140 €,1877.0,350.0,896.0,477.0,90.0,64.0,74.0,190.0,17.0,Poblenou / Sant Martí,41.401787,2.197844,False,False,False,True,False,True,True,False,False,186.0,False,False,True,False,False,True,Barrio residencial,96 de 100,True,True,True,True,True,False,False,False,15,2020-11-02 15:45:29.217348
Buba House,1.0,3.5,4.5,3.5,4.0,4.0,186.0,59.0,30 € - 73 €,190.0,41.0,90.0,31.0,16.0,12.0,2.0,539.0,113.0,El Ensanche (Eixample) / Rambla de Catalunya / La Dreta de l'Eixample,41.390591,2.16264,False,False,False,True,False,False,False,False,False,16.0,False,False,True,False,False,True,Económico,100 de 100,True,False,False,True,False,False,False,False,12,2020-11-02 15:45:32.707131
The Conica Deluxe Bed and Breakfast,,4.5,5.0,5.0,5.0,4.5,26.0,110.0,78 € - 231 €,313.0,262.0,39.0,3.0,2.0,7.0,19.0,501.0,89.0,El Ensanche (Eixample) / L'Antiga Esquerra de l'Eixample,41.393837,2.155604,False,False,False,True,False,False,True,False,False,4.0,False,False,True,False,False,False,Moderno,100 de 100,True,True,True,True,True,False,True,True,12,2020-11-02 15:45:35.765757
,4.0,3.5,3.0,4.0,3.5,3.5,,93.0,63 € - 113 €,569.0,116.0,208.0,156.0,56.0,33.0,32.0,33.0,4.0,Pedralbes,41.385376,2.102009,True,True,True,True,True,True,True,True,False,138.0,True,False,True,False,False,False,,58 de 100,True,False,False,False,False,False,False,False,10,2020-11-02 15:45:38.705458
The Hipstel Paseo de Gracia,2.0,4.0,4.5,4.0,4.0,4.0,136.0,,29 € - 283 €,720.0,307.0,210.0,99.0,54.0,50.0,3.0,487.0,116.0,El Ensanche (Eixample) / Passeig de Gràcia / Rambla de Catalunya / La Dreta de l'Eixample,41.392265,2.162981,False,False,False,False,False,True,False,False,False,20.0,False,False,True,False,False,False,Económico,100 de 100,True,True,True,True,True,False,False,True,12,2020-11-02 15:45:42.501001
Hotel Lloret Ramblas,1.0,4.0,5.0,4.0,4.0,4.0,294.0,,66 € - 129 €,1399.0,356.0,626.0,278.0,85.0,54.0,46.0,631.0,219.0,Ciutat Vella / La Rambla / El Raval,41.384869,2.170327,False,False,False,True,False,True,True,True,False,60.0,False,False,True,False,False,True,Céntrico,100 de 100,True,True,True,True,True,False,False,True,12,2020-11-02 15:45:46.703726
Vincci Maritimo Barcelona,4.0,4.0,4.0,4.5,4.0,4.0,181.0,,68 € - 246 €,1352.0,485.0,585.0,196.0,52.0,34.0,16.0,95.0,6.0,Diagonal Mar i el Front Marítim del Poblenou / Sant Martí / Diagonal Mar,41.408085,2.212055,False,True,True,True,False,True,True,True,False,144.0,False,False,True,False,False,False,Barrio residencial,95 de 100,True,True,True,True,True,False,False,False,16,2020-11-02 15:45:49.642936
"Cotton House Hotel, Autograph Collection",5.0,4.5,5.0,5.0,4.5,4.5,64.0,333.0,228 € - 407 €,1590.0,1226.0,214.0,93.0,24.0,33.0,119.0,400.0,70.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.391685,2.171747,True,True,True,True,True,True,True,False,False,83.0,True,False,True,False,False,True,Con encanto,100 de 100,True,True,False,False,False,False,False,False,13,2020-11-02 15:45:53.862649
Hostal MiMi Las Ramblas,1.0,3.5,4.5,4.0,4.0,3.5,219.0,,41 € - 187 €,116.0,37.0,40.0,17.0,8.0,14.0,3.0,638.0,247.0,Ciutat Vella / La Rambla / El Raval,41.379108,2.174336,False,False,False,True,False,True,False,False,False,10.0,False,False,True,False,False,True,Céntrico,100 de 100,True,True,True,True,False,False,True,True,12,2020-11-02 15:45:56.924264
Hostal Colkida,2.0,4.0,4.5,4.5,4.5,4.5,56.0,61.0,58 € - 125 €,453.0,197.0,170.0,55.0,16.0,15.0,9.0,427.0,84.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.392963,2.168912,False,False,False,False,False,True,False,False,False,20.0,False,False,True,False,False,True,Céntrico,100 de 100,True,False,True,True,False,False,False,False,13,2020-11-02 15:45:59.833498
Madanis Hotel,4.0,4.0,4.0,4.5,4.5,4.0,215.0,107.0,62 € - 178 €,524.0,209.0,223.0,65.0,17.0,11.0,15.0,99.0,15.0,Barcelona,41.376915,2.121365,False,True,True,True,False,True,True,True,False,30.0,False,False,True,False,False,False,Tranquilo,100 de 100,True,True,True,True,False,False,True,False,9,2020-11-02 15:46:03.853367
Hotel Pulitzer,4.0,4.5,5.0,4.5,4.5,4.0,106.0,123.0,107 € - 193 €,2537.0,1336.0,913.0,204.0,46.0,38.0,40.0,521.0,157.0,El Ensanche (Eixample) / Plaça de Catalunya / La Dreta de l'Eixample,41.385849,2.168515,False,True,True,True,False,True,True,True,False,91.0,True,False,True,False,True,False,Vistas a la ciudad,100 de 100,True,False,True,True,True,False,True,False,12,2020-11-02 15:46:08.099559
Hotel Gótico,4.0,4.0,5.0,4.5,4.0,4.0,264.0,110.0,65 € - 202 €,375.0,138.0,150.0,53.0,15.0,19.0,21.0,836.0,363.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.383484,2.178284,False,False,False,True,False,True,True,True,False,81.0,False,False,True,False,False,False,,100 de 100,True,True,True,True,True,False,False,False,12,2020-11-02 15:46:11.587352
Hotel Midmost,4.0,4.5,5.0,5.0,4.5,4.5,73.0,106.0,100 € - 175 €,581.0,411.0,127.0,29.0,12.0,2.0,21.0,529.0,129.0,Ciutat Vella / El Raval,41.385796,2.165903,True,True,False,True,False,True,True,True,True,56.0,True,False,True,False,False,False,Céntrico,100 de 100,True,True,True,True,False,False,False,True,12,2020-11-02 15:46:15.239996
Hilton Diagonal Mar Barcelona,4.0,4.0,4.0,4.5,4.0,4.0,240.0,167.0,126 € - 285 €,3916.0,1754.0,1322.0,460.0,217.0,164.0,108.0,89.0,16.0,Diagonal Mar i el Front Marítim del Poblenou / Sant Martí / Diagonal Mar,41.40844,2.217146,True,True,True,True,True,True,True,False,False,433.0,True,True,True,False,True,True,Vistas al mar,94 de 100,False,True,True,True,False,False,False,False,17,2020-11-02 15:46:25.630403
H10 Metropolitan,4.5,4.5,5.0,5.0,4.5,4.5,35.0,221.0,129 € - 254 €,1171.0,890.0,215.0,41.0,17.0,8.0,76.0,483.0,127.0,El Ensanche (Eixample) / Plaça de Catalunya / La Dreta de l'Eixample,41.387657,2.167501,True,True,False,True,False,True,True,True,False,85.0,False,False,False,False,False,False,Tranquilo,100 de 100,True,True,True,True,True,False,False,False,12,2020-11-02 15:46:29.247584
Hotel Suizo,3.0,4.0,5.0,4.5,4.0,4.0,231.0,106.0,57 € - 145 €,520.0,175.0,251.0,55.0,20.0,19.0,51.0,822.0,349.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.383804,2.178439,False,True,False,True,False,True,True,True,False,50.0,False,False,True,False,False,False,Céntrico,100 de 100,True,True,True,True,True,False,False,False,12,2020-11-02 15:46:32.773339
Arc House,2.0,3.5,4.0,3.5,3.5,3.5,182.0,,22 € - 79 €,386.0,115.0,120.0,66.0,38.0,47.0,1.0,150.0,49.0,El Parc i la Llacuna del Poblenou / Sant Martí / Ciutadella / Vila Olimpica,41.391186,2.184347,False,False,False,False,False,False,True,False,False,5.0,False,False,False,False,False,False,Económico,100 de 100,True,True,False,True,True,False,False,True,13,2020-11-02 15:46:39.778383
Grupotel Gran Via 678,4.0,4.0,4.5,4.5,4.5,4.0,210.0,125.0,85 € - 170 €,1050.0,447.0,443.0,114.0,30.0,16.0,46.0,403.0,63.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.392471,2.172728,True,True,True,True,False,True,True,True,False,98.0,True,False,True,False,False,False,Ecológico,100 de 100,True,True,True,True,True,False,False,False,13,2020-11-02 15:46:43.833224
Hotel BESTPRICE Diagonal,1.0,4.0,4.0,4.5,4.5,4.5,45.0,,52 € - 117 €,301.0,127.0,130.0,29.0,9.0,6.0,16.0,55.0,6.0,Diagonal Mar i el Front Marítim del Poblenou / Sant Martí,41.409866,2.209661,False,False,False,False,False,True,True,True,False,32.0,False,False,True,False,False,True,Moderno,87 de 100,True,True,True,True,True,False,False,False,16,2020-11-02 15:46:52.246670
Hotel Silken Ramblas Barcelona,4.0,3.5,4.5,4.0,4.0,3.5,286.0,162.0,91 € - 203 €,1260.0,327.0,516.0,247.0,104.0,66.0,26.0,632.0,217.0,Ciutat Vella / El Raval,41.382915,2.170052,True,False,True,True,False,True,True,True,False,105.0,False,False,True,False,True,False,Céntrico,100 de 100,True,True,True,True,True,False,False,False,12,2020-11-02 15:46:55.567081
Negresco Princess Hotel,4.0,4.5,5.0,4.5,4.5,4.5,160.0,111.0,80 € - 172 €,1235.0,739.0,358.0,87.0,29.0,23.0,78.0,412.0,110.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.390461,2.172653,True,True,True,True,True,True,True,True,False,129.0,False,False,True,False,False,False,Moderno,100 de 100,False,True,False,True,False,False,False,False,13,2020-11-02 15:47:02.964332
Catalonia Rigoletto,4.0,4.5,4.0,4.5,4.5,4.0,129.0,188.0,82 € - 168 €,843.0,412.0,320.0,62.0,23.0,26.0,14.0,94.0,13.0,La Maternitat i Sant Ramon,41.385651,2.125351,True,True,True,True,True,True,True,True,False,65.0,True,False,True,False,False,False,Familiar,100 de 100,True,False,False,True,False,False,False,False,10,2020-11-02 15:47:12.206619
Hotel The Serras,5.0,5.0,5.0,5.0,5.0,4.5,1.0,310.0,289 € - 553 €,1522.0,1420.0,86.0,13.0,3.0,0.0,58.0,505.0,206.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.380169,2.181014,True,True,True,True,True,True,True,True,False,28.0,True,True,True,False,False,False,Romántico,100 de 100,True,True,False,True,False,False,False,False,12,2020-11-02 15:47:16.291437
Hotel Barcelona Center,4.5,4.0,4.5,4.5,4.0,4.0,145.0,167.0,75 € - 259 €,1515.0,627.0,622.0,184.0,47.0,35.0,40.0,539.0,123.0,El Ensanche (Eixample) / L'Antiga Esquerra de l'Eixample,41.391579,2.159383,False,True,True,True,True,True,True,True,False,132.0,True,False,True,False,False,True,Familiar,100 de 100,True,True,True,True,False,False,False,False,12,2020-11-02 15:47:20.896350
Catalonia Portal de l'Angel,3.0,4.5,5.0,4.5,4.5,4.0,108.0,130.0,93 € - 190 €,1552.0,890.0,500.0,100.0,32.0,30.0,75.0,658.0,273.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.385532,2.172984,True,True,True,True,False,True,True,True,False,84.0,True,False,True,False,False,False,Familiar,100 de 100,True,False,True,True,False,False,True,False,12,2020-11-02 15:47:24.801309
Ibis Barcelona Centro,2.0,4.0,4.5,4.5,4.5,4.0,154.0,80.0,79 € - 134 €,2018.0,771.0,988.0,205.0,29.0,25.0,56.0,317.0,48.0,El Ensanche (Eixample) / La Sagrada Família,41.400833,2.172517,False,True,True,True,False,True,True,False,True,80.0,False,False,True,False,False,True,Tranquilo,100 de 100,True,True,True,True,False,False,False,False,14,2020-11-02 15:47:28.242629
NH Barcelona Eixample,3.0,4.0,4.0,4.5,4.0,4.0,244.0,,71 € - 138 €,1199.0,370.0,540.0,203.0,55.0,31.0,19.0,351.0,58.0,El Ensanche (Eixample) / L'Antiga Esquerra de l'Eixample,41.386086,2.154121,False,True,False,True,False,True,False,True,False,81.0,True,False,True,False,False,False,Barrio residencial,100 de 100,True,True,True,True,False,False,False,False,11,2020-11-02 15:47:35.338601
Hotel Silken St. Gervasi,3.0,4.0,4.0,4.5,4.0,4.0,276.0,135.0,47 € - 116 €,628.0,183.0,291.0,108.0,23.0,23.0,36.0,140.0,15.0,Sant Gervasi-La Bonanova,41.404728,2.138844,False,True,True,True,False,True,True,True,True,63.0,False,False,True,False,False,False,Barrio residencial,100 de 100,True,False,True,True,True,False,False,False,13,2020-11-02 15:47:38.709974
Hostal Bcn 46,2.0,3.5,4.5,4.0,3.5,3.5,263.0,,29 € - 91 €,144.0,30.0,52.0,32.0,12.0,18.0,2.0,424.0,80.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.392338,2.169989,False,False,False,False,False,True,True,True,False,10.0,False,False,True,False,False,True,,100 de 100,True,False,True,True,True,False,False,False,13,2020-11-02 15:47:43.909923
Capri by Fraser Barcelona,4.0,4.5,4.0,4.5,4.5,4.0,142.0,116.0,74 € - 143 €,1265.0,590.0,512.0,104.0,31.0,28.0,63.0,63.0,15.0,El Parc i la Llacuna del Poblenou / Sant Martí,41.397743,2.188899,False,True,True,True,True,True,True,True,False,97.0,True,False,False,False,True,True,Moderno,100 de 100,True,True,True,True,True,True,True,False,14,2020-11-02 15:47:47.549598
WOW! Hostel Barcelona,2.0,3.5,4.0,3.5,3.5,3.5,368.0,,27 € - 84 €,133.0,32.0,34.0,34.0,11.0,22.0,3.0,474.0,46.0,El Ensanche (Eixample) / L'Antiga Esquerra de l'Eixample,41.393696,2.148275,False,False,False,True,False,True,False,True,False,20.0,False,False,True,False,False,False,Económico,100 de 100,True,True,True,True,True,False,False,False,12,2020-11-02 15:47:50.934451
Catalonia Barcelona Plaza,4.0,4.0,4.5,4.5,4.0,4.0,232.0,150.0,94 € - 228 €,3439.0,1529.0,1081.0,458.0,214.0,157.0,62.0,215.0,27.0,Sants-Montjuïc / Hostafrancs,41.375496,2.148495,True,True,True,True,True,True,True,True,False,347.0,True,False,True,True,True,False,Vistas a la ciudad,100 de 100,True,True,True,True,False,False,False,False,10,2020-11-02 15:47:55.087215
Hesperia Barcelona Fira Suites,5.0,4.0,3.5,4.5,4.0,4.0,211.0,172.0,69 € - 224 €,526.0,218.0,214.0,57.0,24.0,13.0,38.0,16.0,8.0,Barcelona,41.346691,2.107989,False,True,True,True,True,True,True,True,False,52.0,False,False,True,False,False,False,,51 de 100,True,True,True,True,False,False,False,False,6,2020-11-02 15:47:58.320699
NH Collection Constanza,4.0,4.5,4.0,4.5,4.5,4.0,85.0,,104 € - 187 €,2598.0,1340.0,1002.0,177.0,50.0,30.0,44.0,195.0,17.0,Les Corts de Sarrià / Les Corts,41.388889,2.136083,True,True,True,True,True,True,True,True,False,308.0,True,False,True,False,False,True,Ecológico,96 de 100,False,False,False,True,False,False,False,False,11,2020-11-02 15:48:01.896911
Hotel Ingles,1.0,4.0,5.0,4.0,4.0,4.0,325.0,68.0,52 € - 140 €,442.0,102.0,207.0,94.0,18.0,21.0,8.0,777.0,327.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.381477,2.173919,False,False,False,False,False,True,True,True,False,31.0,False,False,True,False,False,False,Económico,100 de 100,True,True,False,True,True,False,False,True,12,2020-11-02 15:48:06.823572
Residencia Erasmus Gracia,2.0,4.0,4.0,4.0,4.0,4.0,127.0,,32 € - 78 €,721.0,188.0,330.0,130.0,38.0,35.0,21.0,219.0,43.0,Vila de Gràcia / Gracia,41.406086,2.153121,False,False,False,True,False,True,True,True,False,51.0,False,False,True,False,False,True,Barrio residencial,100 de 100,True,True,True,True,True,False,False,False,13,2020-11-02 15:48:13.630780
H10 Catalunya Plaza,3.0,4.5,5.0,4.5,4.5,4.0,54.0,153.0,106 € - 222 €,1009.0,642.0,278.0,47.0,23.0,19.0,40.0,488.0,136.0,El Ensanche (Eixample) / Plaça de Catalunya / La Dreta de l'Eixample,41.387024,2.168635,False,True,True,True,False,True,True,True,False,46.0,False,False,True,False,False,True,Hotel histórico,100 de 100,True,True,True,True,True,False,False,False,12,2020-11-02 15:48:17.463284
NH Collection Barcelona Pódium,4.0,4.5,4.5,4.5,4.5,4.5,59.0,221.0,121 € - 213 €,1126.0,752.0,299.0,57.0,11.0,7.0,36.0,269.0,76.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.391624,2.177928,True,True,True,True,True,True,False,True,False,140.0,True,False,True,False,False,True,Relación calidad/precio,100 de 100,True,True,True,True,True,False,True,True,13,2020-11-02 15:48:20.589350
Atlas Hotel,3.0,3.5,4.5,4.0,3.5,3.5,407.0,,47 € - 136 €,251.0,31.0,104.0,67.0,30.0,19.0,6.0,766.0,322.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / La Rambla / El Congrés i els Indians,41.381916,2.173306,False,False,False,True,False,True,True,True,False,20.0,False,False,True,False,False,True,,100 de 100,True,False,False,True,False,False,False,False,12,2020-11-02 15:48:24.613724
H10 Montcada Boutique Hotel,3.0,4.5,5.0,4.5,4.5,4.0,68.0,204.0,106 € - 210 €,2494.0,1356.0,890.0,156.0,63.0,29.0,83.0,780.0,346.0,"Ciutat Vella / Sant Pere / Sant Pere, Santa Caterina i la Ribera / El Born / La Ribera",41.384258,2.178467,False,True,True,True,False,True,True,True,False,79.0,True,False,True,False,False,False,Boutique,100 de 100,True,True,True,True,True,False,False,False,13,2020-11-02 15:48:28.405261
Hotel Teatre Auditori,3.0,4.0,4.0,4.5,4.5,4.0,117.0,90.0,62 € - 123 €,1244.0,492.0,537.0,157.0,35.0,23.0,37.0,93.0,17.0,El Ensanche (Eixample) / El Fort Pienc,41.399841,2.184093,False,False,False,True,False,True,True,True,False,53.0,False,False,True,False,False,False,Barrio residencial,100 de 100,True,True,True,True,True,False,False,True,14,2020-11-02 15:48:31.784129
Apart-Suites Hostemplo,3.0,4.5,4.5,4.5,4.5,4.5,57.0,,57 € - 203 €,408.0,238.0,127.0,26.0,7.0,10.0,11.0,310.0,47.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.40078,2.172046,False,False,False,True,False,True,True,True,False,25.0,True,False,True,False,False,False,Moderno,100 de 100,True,False,False,True,False,False,True,False,14,2020-11-02 15:48:35.036098
Pullman Barcelona Skipper,5.0,4.5,4.5,4.5,4.5,4.0,137.0,226.0,151 € - 427 €,2985.0,1549.0,1000.0,283.0,96.0,57.0,60.0,70.0,25.0,Ciutat Vella / Port Olímpic / Barceloneta / Ciutadella / Vila Olimpica,41.385853,2.19502,True,True,True,True,True,True,True,True,False,222.0,True,True,True,False,True,True,Negocios,100 de 100,True,True,True,True,False,False,False,False,14,2020-11-02 15:48:38.506892
Hotel Actual,3.0,4.5,4.5,4.5,4.0,4.0,155.0,114.0,85 € - 183 €,597.0,258.0,267.0,53.0,13.0,6.0,28.0,400.0,96.0,El Ensanche (Eixample) / Passeig de Gràcia / La Dreta de l'Eixample,41.395939,2.160836,False,False,False,True,False,True,True,True,False,35.0,False,False,True,False,False,False,Vistas fantásticas,100 de 100,True,True,True,True,True,False,False,False,13,2020-11-02 15:48:41.625972
